TERRYR,year_,InABS,TSF_months,TSF_years,CellCount,DateOfLastFire
IBRN86,1986,TRUE,111,9,112,1/21/1977
IBRN86,1986,TRUE,1035,86,374,1/2/1900
LINS86,1986,TRUE,9,1,327,7/11/1985
LINS86,1986,TRUE,19,2,572,9/26/1984
LINS86,1986,TRUE,75,6,207,1/25/1980
LINS86,1986,TRUE,107,9,3651,5/27/1977
LINS86,1986,TRUE,149,13,447,11/7/1973
LINS86,1986,TRUE,231,19,105,1/2/1967
LINS86,1986,TRUE,1035,86,277,1/2/1900
LINX86,1986,FALSE,1035,86,5177,1/2/1900
NBEN86,1986,TRUE,19,2,5676,9/26/1984
NBEN86,1986,TRUE,1035,86,1655,1/2/1900
NRID86,1986,TRUE,19,2,5217,9/26/1984
NRID86,1986,TRUE,21,2,8,7/11/1984
NRID86,1986,TRUE,69,6,936,7/7/1980
NRID86,1986,TRUE,1035,86,1291,1/2/1900
NWES86,1986,FALSE,19,2,2221,9/26/1984
NWES86,1986,FALSE,1035,86,3096,1/2/1900
NWSX86,1986,FALSE,69,6,3236,7/7/1980
NWSX86,1986,FALSE,1035,86,621,1/2/1900
PLAZ86,1986,TRUE,19,2,3847,9/26/1984
PLAZ86,1986,TRUE,107,9,1518,5/27/1977
PLAZ86,1986,TRUE,1035,86,919,1/2/1900
PLOT86,1986,TRUE,19,2,1091,9/26/1984
PLOT86,1986,TRUE,107,9,1441,5/27/1977
PLOT86,1986,TRUE,128,11,34,8/4/1975
PLOT86,1986,TRUE,231,19,5,1/2/1967
PLOT86,1986,TRUE,1035,86,1907,1/2/1900
POLA86,1986,TRUE,8,1,23,8/7/1985
POLA86,1986,TRUE,1035,86,3166,1/2/1900
RATL86,1986,TRUE,19,2,5913,9/26/1984
RATL86,1986,TRUE,107,9,315,5/27/1977
RATL86,1986,TRUE,1035,86,372,1/2/1900
SARA86,1986,FALSE,19,2,2075,9/26/1984
SARA86,1986,FALSE,111,9,13,1/21/1977
SARA86,1986,FALSE,1035,86,1198,1/2/1900
SCOB86,1986,TRUE,15,1,705,1/16/1985
SCOB86,1986,TRUE,19,2,701,9/26/1984
SCOB86,1986,TRUE,75,6,1480,1/25/1980
SCOB86,1986,TRUE,111,9,286,1/21/1977
SCOB86,1986,TRUE,1035,86,1312,1/2/1900
SCOP86,1986,TRUE,15,1,1833,1/16/1985
SCOP86,1986,TRUE,75,6,2703,1/25/1980
SCOP86,1986,TRUE,107,9,17,5/27/1977
SCOP86,1986,TRUE,111,9,488,1/21/1977
SCOP86,1986,TRUE,1035,86,1588,1/2/1900
SIBR86,1986,FALSE,15,1,849,1/16/1985
SIBR86,1986,FALSE,19,2,371,9/26/1984
SIBR86,1986,FALSE,111,9,16,1/21/1977
SIBR86,1986,FALSE,1035,86,2922,1/2/1900
SIXS86,1986,TRUE,19,2,2437,9/26/1984
SIXS86,1986,TRUE,23,2,3750,5/15/1984
SIXS86,1986,TRUE,1035,86,5104,1/2/1900
SORA86,1986,TRUE,10,1,88,6/11/1985
SORA86,1986,TRUE,75,6,154,1/25/1980
SORA86,1986,TRUE,107,9,940,5/27/1977
SORA86,1986,TRUE,149,13,221,11/7/1973
SORA86,1986,TRUE,1035,86,2541,1/2/1900
SPLT86,1986,TRUE,75,6,4201,1/25/1980
SPLT86,1986,TRUE,107,9,135,5/27/1977
SPLT86,1986,TRUE,149,13,296,11/7/1973
SPLT86,1986,TRUE,1035,86,2238,1/2/1900
SSAN86,1986,TRUE,19,2,6195,9/26/1984
SSAN86,1986,TRUE,107,9,617,5/27/1977
SSAN86,1986,TRUE,149,13,23,11/7/1973
SSAN86,1986,TRUE,231,19,119,1/2/1967
SSAN86,1986,TRUE,1035,86,137,1/2/1900
WCOP86,1986,TRUE,19,2,4910,9/26/1984
WCOP86,1986,TRUE,75,6,1791,1/25/1980
WCOP86,1986,TRUE,107,9,514,5/27/1977
WCOP86,1986,TRUE,149,13,139,11/7/1973
WCOP86,1986,TRUE,1035,86,1179,1/2/1900
WCPR86,1986,FALSE,19,2,2536,9/26/1984
WCPR86,1986,FALSE,75,6,21,1/25/1980
WCPR86,1986,FALSE,1035,86,1947,1/2/1900
WSIX86,1986,FALSE,19,2,1368,9/26/1984
WSIX86,1986,FALSE,21,2,13,7/11/1984
WSIX86,1986,FALSE,69,6,4269,7/7/1980
WSIX86,1986,FALSE,105,9,43,7/26/1977
WSIX86,1986,FALSE,1035,86,3362,1/2/1900
XRDS86,1986,TRUE,19,2,3972,9/26/1984
XRDS86,1986,TRUE,107,9,691,5/27/1977
XRDS86,1986,TRUE,1035,86,791,1/2/1900
ARCT87,1987,TRUE,31,3,2207,9/26/1984
ARCT87,1987,TRUE,81,7,26,7/7/1980
ARCT87,1987,TRUE,117,10,66,7/26/1977
ARCT87,1987,TRUE,1047,87,4334,1/2/1900
BEND87,1987,TRUE,31,3,5976,9/26/1984
BEND87,1987,TRUE,35,3,293,5/15/1984
BEND87,1987,TRUE,119,10,588,5/27/1977
BEND87,1987,TRUE,119,10,34,5/26/1977
BEND87,1987,TRUE,1047,87,1416,1/2/1900
BIGL87,1987,TRUE,31,3,2636,9/26/1984
BIGL87,1987,TRUE,119,10,2009,5/27/1977
BIGL87,1987,TRUE,243,20,124,1/2/1967
BIGL87,1987,TRUE,1047,87,228,1/2/1900
BUBO87,1987,TRUE,31,3,527,9/26/1984
BUBO87,1987,TRUE,33,3,21,7/11/1984
BUBO87,1987,TRUE,81,7,4534,7/7/1980
BUBO87,1987,TRUE,117,10,9,7/26/1977
BUBO87,1987,TRUE,1047,87,1297,1/2/1900
CABS87,1987,TRUE,21,2,439,7/11/1985
CABS87,1987,TRUE,119,10,1977,5/27/1977
CABS87,1987,TRUE,146,12,32,2/13/1975
CABS87,1987,TRUE,161,14,209,11/7/1973
CABS87,1987,TRUE,243,20,172,1/2/1967
CABS87,1987,TRUE,1047,87,2631,1/2/1900
CRAN87,1987,FALSE,1047,87,7813,1/2/1900
DEER87,1987,FALSE,31,3,3980,9/26/1984
DEER87,1987,FALSE,119,10,1,5/27/1977
DEER87,1987,FALSE,1047,87,10193,1/2/1900
EBAY87,1987,TRUE,10,1,7,6/1/1986
EBAY87,1987,TRUE,31,3,7564,9/26/1984
EBAY87,1987,TRUE,119,10,245,5/27/1977
EBAY87,1987,TRUE,243,20,130,1/2/1967
EBAY87,1987,TRUE,1047,87,102,1/2/1900
FARS87,1987,TRUE,27,2,2094,1/16/1985
FARS87,1987,TRUE,87,7,499,1/25/1980
FARS87,1987,TRUE,1047,87,994,1/2/1900
FENC87,1987,FALSE,31,3,954,9/26/1984
FENC87,1987,FALSE,161,14,3,11/7/1973
FENC87,1987,FALSE,1047,87,3411,1/2/1900
HICR87,1987,TRUE,27,2,2402,1/16/1985
HICR87,1987,TRUE,72,6,80,4/25/1981
HICR87,1987,TRUE,123,10,235,1/21/1977
HICR87,1987,TRUE,1047,87,2162,1/2/1900
LINS87,1987,TRUE,87,7,359,1/25/1980
LINS87,1987,TRUE,119,10,1525,5/27/1977
LINS87,1987,TRUE,161,14,429,11/7/1973
LINS87,1987,TRUE,1047,87,333,1/2/1900
LINX87,1987,FALSE,1047,87,4271,1/2/1900
LOCK87,1987,TRUE,35,3,241,5/15/1984
LOCK87,1987,TRUE,1047,87,1335,1/2/1900
MBEN87,1987,TRUE,31,3,3720,9/26/1984
MBEN87,1987,TRUE,119,10,7,5/27/1977
MBEN87,1987,TRUE,1047,87,317,1/2/1900
MILW87,1987,FALSE,1047,87,466,1/2/1900
MUME87,1987,TRUE,27,2,5672,1/16/1985
MUME87,1987,TRUE,123,10,266,1/21/1977
MUME87,1987,TRUE,1047,87,2305,1/2/1900
NBEN87,1987,TRUE,31,3,4312,9/26/1984
NBEN87,1987,TRUE,1047,87,1950,1/2/1900
NRID87,1987,TRUE,31,3,3090,9/26/1984
NRID87,1987,TRUE,81,7,588,7/7/1980
NRID87,1987,TRUE,1047,87,863,1/2/1900
NWES87,1987,FALSE,31,3,9791,9/26/1984
NWES87,1987,FALSE,119,10,400,5/27/1977
NWES87,1987,FALSE,1047,87,2433,1/2/1900
NWSX87,1987,FALSE,81,7,2236,7/7/1980
NWSX87,1987,FALSE,1047,87,384,1/2/1900
PLOT87,1987,TRUE,31,3,1158,9/26/1984
PLOT87,1987,TRUE,32,3,2,8/31/1984
PLOT87,1987,TRUE,119,10,2130,5/27/1977
PLOT87,1987,TRUE,140,12,34,8/4/1975
PLOT87,1987,TRUE,181,15,32,3/22/1972
PLOT87,1987,TRUE,243,20,2,1/2/1967
PLOT87,1987,TRUE,1047,87,3126,1/2/1900
POLA87,1987,TRUE,20,2,23,8/7/1985
POLA87,1987,TRUE,35,3,23,5/15/1984
POLA87,1987,TRUE,1047,87,5384,1/2/1900
ROSE87,1987,FALSE,31,3,5175,9/26/1984
ROSE87,1987,FALSE,119,10,20,5/27/1977
ROSE87,1987,FALSE,161,14,93,11/7/1973
ROSE87,1987,FALSE,243,20,60,1/2/1967
ROSE87,1987,FALSE,1047,87,1963,1/2/1900
SARA87,1987,TRUE,27,2,9,1/16/1985
SARA87,1987,TRUE,31,3,2018,9/26/1984
SARA87,1987,TRUE,87,7,6,1/25/1980
SARA87,1987,TRUE,123,10,27,1/21/1977
SARA87,1987,TRUE,1047,87,740,1/2/1900
SCOB87,1987,TRUE,27,2,758,1/16/1985
SCOB87,1987,TRUE,31,3,1464,9/26/1984
SCOB87,1987,TRUE,87,7,2213,1/25/1980
SCOB87,1987,TRUE,123,10,271,1/21/1977
SCOB87,1987,TRUE,1047,87,1234,1/2/1900
SCOP87,1987,TRUE,27,2,1656,1/16/1985
SCOP87,1987,TRUE,87,7,2963,1/25/1980
SCOP87,1987,TRUE,119,10,59,5/27/1977
SCOP87,1987,TRUE,123,10,442,1/21/1977
SCOP87,1987,TRUE,1047,87,995,1/2/1900
SIBR87,1987,FALSE,27,2,2831,1/16/1985
SIBR87,1987,FALSE,31,3,471,9/26/1984
SIBR87,1987,FALSE,123,10,115,1/21/1977
SIBR87,1987,FALSE,1047,87,856,1/2/1900
SIXS87,1987,TRUE,31,3,2283,9/26/1984
SIXS87,1987,TRUE,35,3,3075,5/15/1984
SIXS87,1987,TRUE,1047,87,3517,1/2/1900
SORA87,1987,TRUE,6,1,1,10/1/1986
SORA87,1987,TRUE,22,2,88,6/11/1985
SORA87,1987,TRUE,87,7,560,1/25/1980
SORA87,1987,TRUE,119,10,1188,5/27/1977
SORA87,1987,TRUE,161,14,312,11/7/1973
SORA87,1987,TRUE,1047,87,3417,1/2/1900
SPLT87,1987,TRUE,87,7,4087,1/25/1980
SPLT87,1987,TRUE,161,14,1,11/7/1973
SPLT87,1987,TRUE,1047,87,2776,1/2/1900
SSAN87,1987,TRUE,21,2,8,7/11/1985
SSAN87,1987,TRUE,31,3,5800,9/26/1984
SSAN87,1987,TRUE,119,10,2747,5/27/1977
SSAN87,1987,TRUE,161,14,318,11/7/1973
SSAN87,1987,TRUE,243,20,84,1/2/1967
SSAN87,1987,TRUE,1047,87,107,1/2/1900
SWAL87,1987,FALSE,27,2,4095,1/16/1985
SWAL87,1987,FALSE,1047,87,630,1/2/1900
WAHO87,1987,TRUE,27,2,3971,1/16/1985
WAHO87,1987,TRUE,123,10,1194,1/21/1977
WAHO87,1987,TRUE,1047,87,645,1/2/1900
WCOP87,1987,TRUE,31,3,4417,9/26/1984
WCOP87,1987,TRUE,87,7,771,1/25/1980
WCOP87,1987,TRUE,119,10,359,5/27/1977
WCOP87,1987,TRUE,161,14,66,11/7/1973
WCOP87,1987,TRUE,1047,87,529,1/2/1900
WCPR87,1987,FALSE,31,3,2739,9/26/1984
WCPR87,1987,FALSE,87,7,21,1/25/1980
WCPR87,1987,FALSE,1047,87,537,1/2/1900
WSIX87,1987,FALSE,31,3,1138,9/26/1984
WSIX87,1987,FALSE,81,7,2905,7/7/1980
WSIX87,1987,FALSE,1047,87,2120,1/2/1900
XRDS87,1987,TRUE,31,3,5521,9/26/1984
XRDS87,1987,TRUE,119,10,1357,5/27/1977
XRDS87,1987,TRUE,243,20,10,1/2/1967
XRDS87,1987,TRUE,1047,87,726,1/2/1900
YTRE87,1987,FALSE,1047,87,2402,1/2/1900
ARCT88,1988,TRUE,33,3,438,7/26/1977
ARCT88,1988,TRUE,963,80,6218,1/2/1900
BEND88,1988,TRUE,35,3,34,5/26/1977
BEND88,1988,TRUE,35,3,2047,5/27/1977
BEND88,1988,TRUE,963,80,4883,1/2/1900
BIGL88,1988,TRUE,35,3,6195,5/27/1977
BIGL88,1988,TRUE,97,8,2,3/22/1972
BIGL88,1988,TRUE,159,13,776,1/2/1967
BIGL88,1988,TRUE,963,80,910,1/2/1900
BNCH88,1988,TRUE,963,80,6066,1/2/1900
BUBO88,1988,TRUE,963,80,2430,1/2/1900
CABS88,1988,TRUE,35,3,2393,5/27/1977
CABS88,1988,TRUE,62,5,32,2/13/1975
CABS88,1988,TRUE,77,7,209,11/7/1973
CABS88,1988,TRUE,159,13,128,1/2/1967
CABS88,1988,TRUE,963,80,3544,1/2/1900
CABU88,1988,TRUE,35,3,105,5/27/1977
CABU88,1988,TRUE,159,13,56,1/2/1967
CROS88,1988,TRUE,963,80,6120,1/2/1900
CTRN88,1988,TRUE,963,80,3295,1/2/1900
CTRW88,1988,TRUE,25,2,33,3/23/1978
CTRW88,1988,TRUE,92,8,32,8/5/1972
CTRW88,1988,TRUE,963,80,3271,1/2/1900
CURY88,1988,TRUE,97,8,7,3/22/1972
CURY88,1988,TRUE,963,80,2461,1/2/1900
DEER88,1988,FALSE,963,80,3712,1/2/1900
EBAY88,1988,TRUE,35,3,4095,5/27/1977
EBAY88,1988,TRUE,159,13,2401,1/2/1967
EBAY88,1988,TRUE,963,80,1769,1/2/1900
ECIT88,1988,FALSE,963,80,2649,1/2/1900
ECUL88,1988,TRUE,35,3,115,5/27/1977
ECUL88,1988,TRUE,963,80,2500,1/2/1900
FENC88,1988,FALSE,3,0,1150,1/25/1980
FENC88,1988,FALSE,77,7,963,11/7/1973
FENC88,1988,FALSE,963,80,2074,1/2/1900
HICR88,1988,TRUE,3,0,1332,1/25/1980
HICR88,1988,TRUE,39,3,4221,1/21/1977
HICR88,1988,TRUE,963,80,2696,1/2/1900
HUFT88,1988,TRUE,963,80,5922,1/2/1900
JERE88,1988,FALSE,11,1,200,5/28/1979
JERE88,1988,FALSE,39,3,866,1/21/1977
JERE88,1988,FALSE,963,80,1753,1/2/1900
LAKE88,1988,TRUE,963,80,2197,1/2/1900
LAZT88,1988,FALSE,963,80,3189,1/2/1900
LINS88,1988,TRUE,3,0,445,1/25/1980
LINS88,1988,TRUE,35,3,1976,5/27/1977
LINS88,1988,TRUE,77,7,525,11/7/1973
LINS88,1988,TRUE,963,80,358,1/2/1900
LINX88,1988,FALSE,963,80,2955,1/2/1900
LOCK88,1988,TRUE,963,80,2974,1/2/1900
LOOP88,1988,FALSE,35,3,507,5/27/1977
LOOP88,1988,FALSE,963,80,3686,1/2/1900
LOPZ88,1988,TRUE,963,80,4474,1/2/1900
MBEN88,1988,TRUE,33,3,8,7/4/1977
MBEN88,1988,TRUE,35,3,169,5/27/1977
MBEN88,1988,TRUE,963,80,7118,1/2/1900
MRGO88,1988,TRUE,963,80,1139,1/2/1900
MUME88,1988,TRUE,11,1,25,5/28/1979
MUME88,1988,TRUE,39,3,2010,1/21/1977
MUME88,1988,TRUE,963,80,3372,1/2/1900
NJCT88,1988,TRUE,963,80,5207,1/2/1900
NNWX88,1988,TRUE,963,80,3278,1/2/1900
NO1988,1988,TRUE,39,3,1861,1/21/1977
NO1988,1988,TRUE,963,80,3339,1/2/1900
NPOL88,1988,TRUE,963,80,5148,1/2/1900
NRID88,1988,TRUE,33,3,519,7/26/1977
NRID88,1988,TRUE,963,80,5432,1/2/1900
NURS88,1988,FALSE,963,80,1501,1/2/1900
NWES88,1988,TRUE,35,3,3474,5/27/1977
NWES88,1988,TRUE,963,80,6608,1/2/1900
PAST88,1988,FALSE,963,80,1722,1/2/1900
PLOT88,1988,TRUE,35,3,2382,5/27/1977
PLOT88,1988,TRUE,56,5,34,8/4/1975
PLOT88,1988,TRUE,963,80,2656,1/2/1900
POLA88,1988,TRUE,963,80,4378,1/2/1900
ROSE88,1988,FALSE,77,7,2343,11/7/1973
ROSE88,1988,FALSE,963,80,4291,1/2/1900
RUSS88,1988,FALSE,963,80,2025,1/2/1900
SAPI88,1988,TRUE,963,80,2608,1/2/1900
SARA88,1988,FALSE,3,0,770,1/25/1980
SARA88,1988,FALSE,39,3,386,1/21/1977
SARA88,1988,FALSE,963,80,2319,1/2/1900
SCOB88,1988,TRUE,3,0,2200,1/25/1980
SCOB88,1988,TRUE,39,3,505,1/21/1977
SCOB88,1988,TRUE,963,80,1720,1/2/1900
SCOP88,1988,TRUE,3,0,2313,1/25/1980
SCOP88,1988,TRUE,35,3,28,5/27/1977
SCOP88,1988,TRUE,39,3,1352,1/21/1977
SCOP88,1988,TRUE,963,80,1334,1/2/1900
SIBR88,1988,FALSE,39,3,678,1/21/1977
SIBR88,1988,FALSE,963,80,2530,1/2/1900
SIXS88,1988,TRUE,963,80,9545,1/2/1900
SLUM88,1988,TRUE,11,1,5,5/28/1979
SLUM88,1988,TRUE,39,3,2498,1/21/1977
SLUM88,1988,TRUE,963,80,1445,1/2/1900
SORA88,1988,TRUE,3,0,215,1/25/1980
SORA88,1988,TRUE,35,3,1135,5/27/1977
SORA88,1988,TRUE,77,7,253,11/7/1973
SORA88,1988,TRUE,963,80,2853,1/2/1900
SPLT88,1988,TRUE,3,0,4221,1/25/1980
SPLT88,1988,TRUE,77,7,10,11/7/1973
SPLT88,1988,TRUE,963,80,2119,1/2/1900
SSAN88,1988,TRUE,35,3,6797,5/27/1977
SSAN88,1988,TRUE,77,7,1020,11/7/1973
SSAN88,1988,TRUE,159,13,1172,1/2/1967
SSAN88,1988,TRUE,963,80,334,1/2/1900
SWAL88,1988,TRUE,11,1,135,5/28/1979
SWAL88,1988,TRUE,39,3,1471,1/21/1977
SWAL88,1988,TRUE,963,80,1119,1/2/1900
TOMB88,1988,FALSE,963,80,1515,1/2/1900
WAHO88,1988,TRUE,39,3,4158,1/21/1977
WAHO88,1988,TRUE,963,80,941,1/2/1900
WCIT88,1988,FALSE,963,80,757,1/2/1900
WCOP88,1988,TRUE,3,0,2487,1/25/1980
WCOP88,1988,TRUE,35,3,786,5/27/1977
WCOP88,1988,TRUE,77,7,2221,11/7/1973
WCOP88,1988,TRUE,963,80,1583,1/2/1900
WNUR88,1988,FALSE,963,80,336,1/2/1900
WSIX88,1988,FALSE,963,80,4794,1/2/1900
XRDS88,1988,TRUE,35,3,4566,5/27/1977
XRDS88,1988,TRUE,963,80,1429,1/2/1900
ARCT89,1989,TRUE,55,5,3500,9/26/1984
ARCT89,1989,TRUE,57,5,21,7/11/1984
ARCT89,1989,TRUE,141,12,73,7/26/1977
ARCT89,1989,TRUE,1071,89,3941,1/2/1900
BEND89,1989,TRUE,55,5,4276,9/26/1984
BEND89,1989,TRUE,143,12,175,5/27/1977
BEND89,1989,TRUE,1071,89,408,1/2/1900
BIGL89,1989,TRUE,55,5,3774,9/26/1984
BIGL89,1989,TRUE,143,12,2690,5/27/1977
BIGL89,1989,TRUE,205,17,32,3/22/1972
BIGL89,1989,TRUE,267,22,126,1/2/1967
BIGL89,1989,TRUE,1071,89,1238,1/2/1900
BNCH89,1989,TRUE,1071,89,5514,1/2/1900
BUBO89,1989,FALSE,55,5,737,9/26/1984
BUBO89,1989,FALSE,105,9,1600,7/7/1980
BUBO89,1989,FALSE,141,12,2,7/26/1977
BUBO89,1989,FALSE,1071,89,331,1/2/1900
CABS89,1989,TRUE,45,4,447,7/11/1985
CABS89,1989,TRUE,143,12,2672,5/27/1977
CABS89,1989,TRUE,170,14,32,2/13/1975
CABS89,1989,TRUE,185,16,209,11/7/1973
CABS89,1989,TRUE,267,22,178,1/2/1967
CABS89,1989,TRUE,1071,89,2745,1/2/1900
CROS89,1989,TRUE,20,2,663,8/10/1987
CROS89,1989,TRUE,105,9,3884,7/7/1980
CROS89,1989,TRUE,1071,89,4576,1/2/1900
CTRN89,1989,TRUE,20,2,187,8/10/1987
CTRN89,1989,TRUE,59,5,2203,5/15/1984
CTRN89,1989,TRUE,1071,89,1725,1/2/1900
CTRW89,1989,TRUE,20,2,87,8/10/1987
CTRW89,1989,TRUE,59,5,395,5/15/1984
CTRW89,1989,TRUE,133,11,33,3/23/1978
CTRW89,1989,TRUE,1071,89,1252,1/2/1900
CURY89,1989,TRUE,20,2,252,8/10/1987
CURY89,1989,TRUE,59,5,2689,5/15/1984
CURY89,1989,TRUE,1071,89,1022,1/2/1900
EBAY89,1989,TRUE,34,3,7,6/1/1986
EBAY89,1989,TRUE,55,5,6033,9/26/1984
EBAY89,1989,TRUE,143,12,389,5/27/1977
EBAY89,1989,TRUE,267,22,72,1/2/1967
EBAY89,1989,TRUE,1071,89,66,1/2/1900
ELIN89,1989,TRUE,55,5,5613,9/26/1984
ELIN89,1989,TRUE,143,12,398,5/27/1977
ELIN89,1989,TRUE,185,16,69,11/7/1973
ELIN89,1989,TRUE,267,22,180,1/2/1967
ELIN89,1989,TRUE,1071,89,113,1/2/1900
FENC89,1989,FALSE,55,5,3742,9/26/1984
FENC89,1989,FALSE,111,9,21,1/25/1980
FENC89,1989,FALSE,1071,89,1019,1/2/1900
HICE89,1989,TRUE,51,4,1969,1/16/1985
HICE89,1989,TRUE,96,8,31,4/25/1981
HICE89,1989,TRUE,147,12,146,1/21/1977
HICE89,1989,TRUE,1071,89,495,1/2/1900
HICR89,1989,TRUE,51,4,2401,1/16/1985
HICR89,1989,TRUE,96,8,62,4/25/1981
HICR89,1989,TRUE,111,9,85,1/25/1980
HICR89,1989,TRUE,147,12,102,1/21/1977
HICR89,1989,TRUE,1071,89,1792,1/2/1900
HUFT89,1989,TRUE,20,2,325,8/10/1987
HUFT89,1989,TRUE,59,5,565,5/15/1984
HUFT89,1989,TRUE,1071,89,2378,1/2/1900
JERE89,1989,FALSE,23,2,66,5/1/1987
JERE89,1989,FALSE,51,4,2081,1/16/1985
JERE89,1989,FALSE,147,12,28,1/21/1977
JERE89,1989,FALSE,1071,89,415,1/2/1900
LAZT89,1989,TRUE,71,6,1027,5/24/1983
LAZT89,1989,TRUE,1071,89,2857,1/2/1900
LINS89,1989,TRUE,111,9,392,1/25/1980
LINS89,1989,TRUE,143,12,1754,5/27/1977
LINS89,1989,TRUE,185,16,444,11/7/1973
LINS89,1989,TRUE,1071,89,258,1/2/1900
LINX89,1989,FALSE,1071,89,2413,1/2/1900
LOCK89,1989,TRUE,20,2,167,8/10/1987
LOCK89,1989,TRUE,55,5,21,9/26/1984
LOCK89,1989,TRUE,59,5,2184,5/15/1984
LOCK89,1989,TRUE,1071,89,1753,1/2/1900
LOOP89,1989,FALSE,55,5,4269,9/26/1984
LOOP89,1989,FALSE,1071,89,1248,1/2/1900
LOPZ89,1989,TRUE,20,2,2370,8/10/1987
LOPZ89,1989,TRUE,105,9,42,7/7/1980
LOPZ89,1989,TRUE,1071,89,3049,1/2/1900
MBEN89,1989,TRUE,55,5,3244,9/26/1984
MBEN89,1989,TRUE,1071,89,231,1/2/1900
MIKE89,1989,TRUE,55,5,130,9/26/1984
MIKE89,1989,TRUE,111,9,913,1/25/1980
MIKE89,1989,TRUE,143,12,345,5/27/1977
MIKE89,1989,TRUE,1071,89,387,1/2/1900
MRGO89,1989,FALSE,67,6,24,9/13/1983
MRGO89,1989,FALSE,105,9,1751,7/7/1980
MRGO89,1989,FALSE,1071,89,591,1/2/1900
MUME89,1989,TRUE,51,4,4189,1/16/1985
MUME89,1989,TRUE,147,12,138,1/21/1977
MUME89,1989,TRUE,1071,89,972,1/2/1900
NBEN89,1989,TRUE,55,5,4551,9/26/1984
NBEN89,1989,TRUE,59,5,208,5/15/1984
NBEN89,1989,TRUE,1071,89,877,1/2/1900
NJCT89,1989,FALSE,105,9,3319,7/7/1980
NJCT89,1989,FALSE,1071,89,889,1/2/1900
NLAK89,1989,FALSE,71,6,904,5/24/1983
NLAK89,1989,FALSE,1071,89,1108,1/2/1900
NNWX89,1989,TRUE,20,2,111,8/10/1987
NNWX89,1989,TRUE,105,9,3494,7/7/1980
NNWX89,1989,TRUE,1071,89,179,1/2/1900
NO1989,1989,TRUE,51,4,5143,1/16/1985
NO1989,1989,TRUE,1071,89,161,1/2/1900
NPOL89,1989,TRUE,20,2,1542,8/10/1987
NPOL89,1989,TRUE,59,5,389,5/15/1984
NPOL89,1989,TRUE,1071,89,1917,1/2/1900
NRID89,1989,TRUE,55,5,4413,9/26/1984
NRID89,1989,TRUE,105,9,957,7/7/1980
NRID89,1989,TRUE,1071,89,1290,1/2/1900
NWES89,1989,FALSE,55,5,7798,9/26/1984
NWES89,1989,FALSE,143,12,322,5/27/1977
NWES89,1989,FALSE,1071,89,1588,1/2/1900
PAST89,1989,FALSE,55,5,411,9/26/1984
PAST89,1989,FALSE,1071,89,1747,1/2/1900
PLOT89,1989,TRUE,55,5,5522,9/26/1984
PLOT89,1989,TRUE,56,5,4,8/31/1984
PLOT89,1989,TRUE,59,5,792,5/15/1984
PLOT89,1989,TRUE,143,12,34,5/26/1977
PLOT89,1989,TRUE,143,12,1913,5/27/1977
PLOT89,1989,TRUE,164,14,34,8/4/1975
PLOT89,1989,TRUE,267,22,10,1/2/1967
PLOT89,1989,TRUE,1071,89,3104,1/2/1900
POLA89,1989,TRUE,20,2,1609,8/10/1987
POLA89,1989,TRUE,44,4,1,8/7/1985
POLA89,1989,TRUE,105,9,621,7/7/1980
POLA89,1989,TRUE,1071,89,5589,1/2/1900
ROSE89,1989,FALSE,55,5,5589,9/26/1984
ROSE89,1989,FALSE,185,16,96,11/7/1973
ROSE89,1989,FALSE,267,22,2,1/2/1967
ROSE89,1989,FALSE,1071,89,639,1/2/1900
RUSS89,1989,FALSE,105,9,493,7/7/1980
RUSS89,1989,FALSE,1071,89,3533,1/2/1900
SAPI89,1989,TRUE,1071,89,3825,1/2/1900
SARA89,1989,FALSE,51,4,1,1/16/1985
SARA89,1989,FALSE,55,5,1773,9/26/1984
SARA89,1989,FALSE,147,12,13,1/21/1977
SARA89,1989,FALSE,1071,89,1887,1/2/1900
SCOB89,1989,TRUE,51,4,790,1/16/1985
SCOB89,1989,TRUE,55,5,126,9/26/1984
SCOB89,1989,TRUE,111,9,832,1/25/1980
SCOB89,1989,TRUE,147,12,414,1/21/1977
SCOB89,1989,TRUE,1071,89,2159,1/2/1900
SCOP89,1989,TRUE,51,4,1688,1/16/1985
SCOP89,1989,TRUE,111,9,1926,1/25/1980
SCOP89,1989,TRUE,147,12,521,1/21/1977
SCOP89,1989,TRUE,1071,89,892,1/2/1900
SFLA89,1989,TRUE,222,19,15,10/16/1970
SFLA89,1989,TRUE,1071,89,6952,1/2/1900
SIBR89,1989,FALSE,23,2,5,5/1/1987
SIBR89,1989,FALSE,51,4,668,1/16/1985
SIBR89,1989,FALSE,55,5,427,9/26/1984
SIBR89,1989,FALSE,147,12,48,1/21/1977
SIBR89,1989,FALSE,1071,89,1742,1/2/1900
SIXS89,1989,TRUE,20,2,911,8/10/1987
SIXS89,1989,TRUE,55,5,35,9/26/1984
SIXS89,1989,TRUE,59,5,498,5/15/1984
SIXS89,1989,TRUE,1071,89,2815,1/2/1900
SLUM89,1989,TRUE,51,4,2681,1/16/1985
SLUM89,1989,TRUE,1071,89,160,1/2/1900
SORA89,1989,TRUE,30,3,1,10/1/1986
SORA89,1989,TRUE,46,4,88,6/11/1985
SORA89,1989,TRUE,111,9,367,1/25/1980
SORA89,1989,TRUE,143,12,1289,5/27/1977
SORA89,1989,TRUE,185,16,307,11/7/1973
