JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate,USFWBand,Difference
Z-RG,M,Y,LOCK933,5/10/1993 0:00,10-Nov-94,1453-63677,549
Z-GG,M,Y,LOCK933,5/10/1993 0:00,12-Aug-94,1453-63678,459
ZL-B,F,Y,RUSS941,4/19/1994 0:00,18-Jul-95,1453-72715,455
ZY-R,F,Y,EQUS941,4/28/1994 0:00,12-Feb-95,1453-72721,290
ZP-G,F,Y,BNCH941,4/25/1994 0:00,12-Feb-01,1453-72723,2485
ZO-G,M,Y,BNCH941,4/25/1994 0:00,12-Jun-96,1453-72724,779
ZL-G,M,Y,BNCH941,4/25/1994 0:00,13-Jan-00,1453-72725,2089
ZR-B,M,Y,SFLA942,4/26/1994 0:00,16-Sep-94,1453-72729,143
ZO-R,M,Y,LOOP941,4/27/1994 0:00,17-Mar-98,1453-72734,1420
ZL-R,M,Y,SORA941,4/27/1994 0:00,14-May-03,1453-72735,3304
ZY-B,M,Y,XRDS941,5/1/1994 0:00,18-Apr-07,1453-72740,4735
ZA-W,M,Y,MUME942,5/1/1994 0:00,15-Apr-96,1453-72743,715
ZL-W,M,Y,CACT941,5/6/1994 0:00,13-Mar-01,1453-72748,2503
ZF-W,F,Y,CACT941,5/6/1994 0:00,11-Sep-06,1453-72749,4511
ZG-Y,F,Y,SWAL941,5/6/1994 0:00,15-Apr-96,1453-72752,710
ZB-Y,M,Y,SWAL941,5/6/1994 0:00,10-Oct-96,1453-72754,888
-ORZ,M,Y,NNWX901,5/4/1990 0:00,11-Sep-00,1453-72755,3783
ZO-B,F,Y,BEND941,5/5/1994 0:00,16-Mar-95,1453-72760,315
ZA-Y,F,Y,NBEN941,5/17/1994 0:00,16-Sep-94,1453-72777,122
ZW-G,M,Y,MRGO942,5/18/1994 0:00,14-Jan-98,1453-72778,1337
ZR-G,F,Y,MRGO942,5/18/1994 0:00,15-Apr-95,1453-72779,332
ZP-Y,M,Y,WAHO942,5/27/1994 0:00,14-May-01,1453-72784,2544
ZO-P,M,Y,LAZT942,5/30/1994 0:00,15-Apr-95,1453-72795,320
ZA-L,M,Y,BALD943,6/17/1994 0:00,16-Sep-94,1453-78035,91
ZB-G,F,Y,SIBR941,4/25/1994 0:00,15-Jul-04,1453-78037,3734
WZY-,M,Y,SFLA951,5/3/1995 0:00,11-Mar-96,1453-78108,313
GZG-,F,Y,HICE951,5/13/1995 0:00,18-Feb-98,1453-78116,1012
YZG-,F,Y,HICE951,5/13/1995 0:00,11-Jul-96,1453-78117,425
BZG-,F,Y,HICE951,5/13/1995 0:00,14-Jan-98,1453-78118,977
OZG-,M,Y,SORA951,5/12/1995 0:00,18-Feb-98,1453-78120,1013
WZW-,M,Y,SCOP952,5/13/1995 0:00,10-Feb-03,1453-78122,2830
GZW-,M,Y,SCOP952,5/13/1995 0:00,14-Jan-98,1453-78124,977
YZW-,M,Y,SCOP952,5/13/1995 0:00,14-Dec-98,1453-78125,1311
PZP-,M,Y,LOOP951,5/13/1995 0:00,11-Jan-96,1453-78127,243
FZY-,M,Y,WCPR951,5/14/1995 0:00,14-Jan-98,1453-78136,976
AZY-,M,Y,WCPR951,5/14/1995 0:00,11-Apr-00,1453-78137,1794
AZW-,M,Y,YTRE951,5/14/1995 0:00,10-Aug-96,1453-78140,454
RZG-,F,Y,NNWX951,5/18/1995 0:00,12-Feb-97,1453-78148,636
GZP-,M,Y,EQUS951,5/19/1995 0:00,18-Jul-95,1453-78149,60
YZY-,F,Y,PAST951,5/21/1995 0:00,10-Aug-96,1453-78150,447
BZY-,M,Y,PAST951,5/21/1995 0:00,14-Jan-98,1453-78151,969
PZY-,F,Y,PAST951,5/21/1995 0:00,12-Dec-95,1453-78152,205
LZR-,F,Y,CHOP951,5/20/1995 0:00,15-Apr-96,1453-78154,331
PZW-,F,Y,BIGL952,5/27/1995 0:00,10-Aug-96,1453-78157,441
OZW-,F,Y,BIGL952,5/27/1995 0:00,11-Aug-95,1453-78158,76
GZB-,M,Y,BALD951,5/30/1995 0:00,10-Aug-00,1453-78163,1899
LZG-,F,Y,FENC951,6/1/1995 0:00,12-Jun-96,1453-78164,377
FZG-,F,Y,FENC951,6/1/1995 0:00,12-Jun-96,1453-78165,377
PZR-,M,Y,BEND953,5/31/1995 0:00,15-Apr-96,1453-78168,320
PZB-,F,Y,SIBR951,6/11/1995 0:00,16-Nov-95,1453-78174,158
OZB-,F,Y,SIBR951,6/11/1995 0:00,11-Aug-95,1453-78175,61
LZY-,M,Y,MCBY952,6/14/1995 0:00,17-Mar-98,1453-78177,1007
RZY-,F,Y,ELIN953,6/15/1995 0:00,16-Jul-98,1453-78182,1127
GZY-,F,Y,ELIN953,6/15/1995 0:00,14-May-96,1453-78183,334
BZB-,F,Y,CACT952,6/18/1995 0:00,09-Aug-01,1453-78185,2244
-WZP,M,Y,RUSS961,4/13/1996 0:00,12-Mar-02,1453-78252,2159
-GZP,M,Y,RUSS961,4/13/1996 0:00,10-Jul-97,1453-78254,453
-YZR,F,Y,LOCK961,4/30/1996 0:00,13-Jan-00,1453-78266,1353
-BZR,M,Y,LOCK961,4/30/1996 0:00,13-Aug-02,1453-78267,2296
-PZR,F,Y,LOCK961,4/30/1996 0:00,10-Mar-97,1453-78268,314
-LZR,F,Y,CURY961,4/29/1996 0:00,13-Mar-07,1453-78270,3970
-OZG,F,Y,NRID961,5/2/1996 0:00,13-May-97,1453-78278,376
-LZG,M,Y,NRID961,5/2/1996 0:00,13-Nov-99,1453-78279,1290
-FZG,F,Y,NRID961,5/2/1996 0:00,14-Nov-06,1453-78280,3848
-BZY,M,Y,MRGO961,4/30/1996 0:00,15-Nov-97,1453-78285,564
-PZY,F,Y,MRGO961,4/30/1996 0:00,15-Jun-99,1453-78286,1141
-OZY,M,Y,KETH961,5/3/1996 0:00,14-Jun-01,1453-78287,1868
-LZY,F,Y,KETH961,5/3/1996 0:00,10-Jul-97,1453-78288,433
-FZY,F,Y,KETH961,5/3/1996 0:00,18-Feb-98,1453-78289,656
-WZO,M,Y,BNCH961,5/3/1996 0:00,16-Mar-99,1453-78290,1047
-RZO,M,Y,BNCH961,5/3/1996 0:00,13-Dec-97,1453-78291,589
-YZB,M,Y,NPOL961,5/3/1996 0:00,13-Jan-00,1453-78292,1350
-BZB,M,Y,NPOL961,5/3/1996 0:00,14-Dec-98,1453-78293,955
-LZB,F,Y,BIGL961,5/4/1996 0:00,12-Jul-01,1453-78296,1895
-FZB,F,Y,BIGL961,5/4/1996 0:00,14-Apr-98,1063-43488,710
-WZB,F,Y,SORA961,5/4/1996 0:00,10-May-00,1453-78298,1467
-PZP,F,Y,SIXS961,5/4/1996 0:00,10-Aug-97,1453-78303,463
-OZP,F,Y,SIXS961,5/4/1996 0:00,19-Jul-07,1453-78304,4093
-LZP,F,Y,ANNI961,5/4/1996 0:00,13-Jun-02,1453-78305,2231
-FZP,F,Y,ANNI961,5/4/1996 0:00,12-Feb-01,1453-78306,1745
-WZW,F,Y,YTRE961,5/7/1996 0:00,13-Sep-97,1453-78307,494
-OZO,M,Y,EBAY961,5/9/1996 0:00,17-Mar-98,1453-78314,677
-LZO,F,Y,EBAY961,5/9/1996 0:00,10-Aug-96,1453-78315,93
-WZL,M,Y,SCOP962,5/9/1996 0:00,11-Sep-00,1453-78316,1586
-GZL,F,Y,SCOP962,5/9/1996 0:00,18-Feb-98,1453-78318,650
-PZL,M,Y,NMIT961,5/10/1996 0:00,10-May-00,1453-78321,1461
-OZL,F,Y,MCBY961,5/12/1996 0:00,14-Mar-05,1453-78322,3228
-LZL,F,Y,MCBY961,5/12/1996 0:00,14-Apr-98,1453-78323,702
-FZL,M,Y,MCBY961,5/12/1996 0:00,14-Apr-99,1453-78324,1067
-WZR,M,Y,BALD961,5/10/1996 0:00,16-Jul-98,1453-78326,797
-RZR,F,Y,BALD961,5/10/1996 0:00,18-May-01,1453-78327,1834
-FZO,F,Y,WCPR961,5/11/1996 0:00,14-Apr-99,1453-78330,1068
-AZO,F,Y,WCPR961,5/11/1996 0:00,12-Feb-97,1453-78331,277
-BZO,F,Y,LAZT961,5/10/1996 0:00,10-Apr-97,1453-78332,335
-PZO,F,Y,LAZT961,5/10/1996 0:00,10-Jan-97,1453-78333,245
-LZA,M,Y,PLAZ961,5/13/1996 0:00,14-Apr-99,1453-78345,1066
-AZA,F,Y,PLAZ961,5/13/1996 0:00,14-Apr-98,1453-78347,701
-RZW,F,Y,SCRP962,5/15/1996 0:00,10-Sep-02,1453-78349,2309
-OZR,F,Y,SCRP962,5/15/1996 0:00,18-May-98,1453-78350,733
SAO-,M,Y,PLOT872,5/12/1987 0:00,14-Jan-98,1453-78352,3900
-FZW,F,Y,NWES962,5/15/1996 0:00,14-Apr-98,1453-78353,699
-AZW,F,Y,NWES962,5/15/1996 0:00,15-Nov-97,1453-78354,549
-OZW,M,Y,SWAL961,5/17/1996 0:00,14-Apr-98,1453-78355,697
-LZW,M,Y,SWAL961,5/17/1996 0:00,14-Jun-04,1453-78356,2950
-AZF,F,Y,FENC961,5/20/1996 0:00,16-Jul-98,1453-78359,787
-WZA,F,Y,MARY961,5/12/1996 0:00,12-Feb-97,1453-78360,276
-GZO,F,Y,TOMB962,5/23/1996 0:00,10-Jul-97,1453-78364,413
-RZY,M,Y,N7RD963,5/30/1996 0:00,09-Aug-01,1453-78370,1897
-YZY,F,Y,N7RD963,5/30/1996 0:00,11-Sep-00,1453-78372,1565
-BZG,F,Y,JERE962,6/2/1996 0:00,14-Apr-98,1453-78377,681
-AZG,M,Y,JERE962,6/2/1996 0:00,13-Nov-01,1453-78378,1990
-YZP,M,Y,NO19962,6/2/1996 0:00,14-Apr-98,1453-78379,681
-YZW,M,Y,MUME962,6/4/1996 0:00,17-Mar-98,1063-43468,651
-PZW,F,Y,MUME962,6/4/1996 0:00,14-Jan-98,1453-78386,589
-BZW,F,Y,MUME962,6/4/1996 0:00,18-Aug-99,1453-78387,1170
-OZF,F,Y,SLUM961,6/6/1996 0:00,09-Apr-98,1453-78389,672
-RZF,M,Y,WWSX963,6/12/1996 0:00,12-Sep-01,1453-78393,1918
SP-F,F,Y,PLAZ841,5/5/1984 0:00,11-Oct-97,1453-78402,4907
WW-C,F,Y,HICE991,4/2/1999 0:00,14-Jun-01,1513-50101,804
RW-C,M,Y,HICE991,4/2/1999 0:00,13-Jan-00,1513-50102,286
GW-C,M,Y,HICE991,4/2/1999 0:00,11-Sep-00,1513-50103,528
LW-C,F,Y,NPOL991,4/7/1999 0:00,10-Aug-00,1513-50108,491
AW-C,M,Y,NPOL991,4/7/1999 0:00,13-Nov-00,1513-50110,586
RR-C,M,Y,NRID991,4/12/1999 0:00,11-Jul-08,1513-50111,3378
WR-C,M,Y,NRID991,4/12/1999 0:00,13-Nov-00,1513-50112,581
Gn-C,F,Y,NRID991,4/12/1999 0:00,12-Apr-99,1513-50113,0
Yn-C,M,Y,NRID991,4/12/1999 0:00,12-Apr-99,1513-50114,0
WG-C,F,Y,POLA991,4/13/1999 0:00,11-May-04,1513-50116,1855
RG-C,F,Y,POLA991,4/13/1999 0:00,11-Apr-00,1513-50117,364
Gn-C,M,Y,POLA991,4/13/1999 0:00,14-Apr-99,1513-50118,1
PR-C,F,Y,ANNI991,4/13/1999 0:00,17-Jul-00,1513-50120,461
OR-C,F,Y,ANNI991,4/13/1999 0:00,11-Apr-01,1513-50121,729
Ln-C,F,Y,ANNI991,4/13/1999 0:00,13-Apr-99,1513-50122,0
Fn-C,M,Y,EQUS991,4/16/1999 0:00,06-Jul-99,1513-50130,81
AR-C,M,Y,EQUS991,4/16/1999 0:00,18-Aug-99,1513-50131,124
WY-C,M,Y,N18E992,4/15/1999 0:00,18-Aug-99,1513-50132,125
Rn-C,M,Y,N18E992,4/15/1999 0:00,15-Apr-99,1513-50133,0
Gn-C,M,Y,N18E992,4/15/1999 0:00,15-Apr-99,1513-50134,0
Yn-C,M,Y,N18E992,4/15/1999 0:00,15-Apr-99,1513-50135,0
An-C,M,Y,PUMP991,4/11/1999 0:00,02-May-99,1513-50136,21
Wn-C,F,Y,CHOP991,4/17/1999 0:00,14-Apr-99,1513-50138,-3
Rn-C,F,Y,CHOP991,4/17/1999 0:00,14-Apr-99,1513-50139,-3
GB-C,M,Y,CHOP991,4/17/1999 0:00,14-Jul-99,1513-50140,88
BY-C,F,Y,XRDS991,4/17/1999 0:00,11-Apr-00,1513-50141,360
PY-C,M,Y,LOPZ991,4/19/1999 0:00,17-Aug-11,1713-49018,4503
OY-C,M,Y,LOPZ991,4/19/1999 0:00,07-Jul-99,1513-50143,79
LY-C,F,Y,LOPZ991,4/19/1999 0:00,10-Dec-02,1513-50144,1331
OB-C,M,Y,MRGO992,4/18/1999 0:00,11-Apr-00,1513-50148,359
Ln-C,M,Y,NWES991,4/18/1999 0:00,20-Apr-99,1513-50151,2
Fn-C,F,Y,NWES991,4/18/1999 0:00,20-Apr-99,1513-50152,2
An-C,M,Y,NWES991,4/18/1999 0:00,20-Apr-99,1513-50153,2
Wn-C,M,Y,NMIT993,4/22/1999 0:00,09-May-99,1513-50154,17
BW-C,F,Y,BALD992,4/22/1999 0:00,11-Apr-01,1513-50155,720
PW-C,M,Y,BALD992,4/22/1999 0:00,13-Jan-00,1513-50156,266
OW-C,M,Y,BALD992,4/22/1999 0:00,12-Jul-01,1513-50157,812
Rn-C,F,Y,MCBY991,4/24/1999 0:00,25-Apr-99,1513-50158,1
GR-C,F,Y,MCBY991,4/24/1999 0:00,19-Jul-07,1513-50159,3008
YW-C,F,Y,SHIC993,4/22/1999 0:00,09-Aug-01,1513-50160,840
BR-C,F,Y,N7RD992,4/24/1999 0:00,11-Jul-08,1513-50161,3366
Pn-C,M,Y,N7RD992,4/24/1999 0:00,21-Apr-99,1513-50162,-3
On-C,M,Y,N7RD992,4/24/1999 0:00,24-Apr-99,1513-50163,0
LR-C,F,Y,N7RD992,4/24/1999 0:00,12-Mar-00,1513-50164,323
Fn-C,F,Y,SCOB993,4/23/1999 0:00,19-May-99,1513-50165,26
AY-C,F,Y,SCOB993,4/23/1999 0:00,02-Jul-99,1513-50166,70
Wn-C,M,Y,JERE992,4/25/1999 0:00,31-May-99,1513-50167,36
Rn-C,M,Y,JERE992,4/25/1999 0:00,11-May-99,1513-50168,16
GG-C,F,Y,LAZT991,4/25/1999 0:00,10-May-00,1513-50169,381
YG-C,M,Y,LAZT991,4/25/1999 0:00,11-Apr-00,1513-50170,352
Pn-C,M,Y,LINS991,4/26/1999 0:00,11-May-99,1513-50173,15
On-C,M,Y,LINS991,4/26/1999 0:00,19-May-99,1513-50174,23
PG-C,F,Y,CURY992,4/30/1999 0:00,14-Jul-99,1513-50176,75
OG-C,F,Y,CURY992,4/30/1999 0:00,14-Jul-99,1513-50177,75
WL-C,F,Y,POWL993,4/27/1999 0:00,10-Sep-03,1513-50178,1597
Rn-C,M,Y,POWL993,4/27/1999 0:00,24-Apr-99,1513-50179,-3
Gn-C,M,Y,POWL993,4/27/1999 0:00,24-Apr-99,1513-50180,-3
Yn-C,M,Y,POWL993,4/27/1999 0:00,12-May-99,1513-50181,15
YB-C,F,Y,FARS992,4/29/1999 0:00,13-Jan-00,1513-50182,259
BB-C,F,Y,FARS992,4/29/1999 0:00,17-Jul-00,1513-50183,445
PB-C,F,Y,FARS992,4/29/1999 0:00,13-Nov-99,1513-50184,198
LG-C,F,Y,MITA992,5/2/1999 0:00,14-Jul-99,1513-50185,73
FG-C,M,Y,MITA992,5/2/1999 0:00,14-Jun-01,1513-50186,774
AG-C,M,Y,MITA992,5/2/1999 0:00,18-Aug-08,1513-50187,3396
Yn-C,M,Y,EBAY992,4/30/1999 0:00,14-Jul-99,1513-50188,75
BL-C,F,Y,SFLS993,5/4/1999 0:00,17-Jul-00,1513-50192,440
PL-C,F,Y,SFLS993,5/4/1999 0:00,13-Mar-07,1603-17448,2870
OL-C,F,Y,SFLS993,5/4/1999 0:00,13-Mar-01,1513-50194,679
Ln-C,F,Y,SFLS993,5/4/1999 0:00,04-May-99,1513-50195,0
LO-C,F,Y,HELP991,5/1/1999 0:00,10-Mar-04,1513-50196,1775
Fn-C,M,Y,HELP991,5/1/1999 0:00,29-Apr-99,1513-50197,-2
An-C,M,Y,HELP991,5/1/1999 0:00,29-Apr-99,1513-50198,-2
WP-C,M,Y,SORA992,5/5/1999 0:00,13-Oct-99,1513-50199,161
RP-C,F,Y,SORA992,5/5/1999 0:00,10-May-00,1513-50200,371
GP-C,M,Y,SORA992,5/5/1999 0:00,10-May-00,1513-50301,371
YP-C,M,Y,CTRN993,5/8/1999 0:00,14-Jun-06,1513-50302,2594
BP-C,M,Y,CTRN993,5/8/1999 0:00,11-Sep-00,1513-50303,492
PP-C,F,Y,CTRN993,5/8/1999 0:00,11-Feb-00,1513-50304,279
On-C,F,Y,CTRN993,5/8/1999 0:00,08-May-99,1513-50305,0
FL-C,M,Y,WCPR991,5/7/1999 0:00,13-Nov-99,1513-50306,190
AL-C,M,Y,WCPR991,5/7/1999 0:00,14-Jul-99,1513-50307,68
LB-C,F,Y,BUBO991,5/8/1999 0:00,14-Jul-99,1513-50308,67
FB-C,F,Y,BUBO991,5/8/1999 0:00,14-Jul-99,1513-50309,67
RY-C,M,Y,SFLC992,5/11/1999 0:00,18-Aug-99,1513-50311,99
Gn-C,M,Y,SFLC992,5/11/1999 0:00,23-Jun-99,1513-50312,43
YY-C,F,Y,SFLC992,5/11/1999 0:00,07-Jul-99,1513-50313,57
Wn-C,F,Y,SWSE994,5/19/1999 0:00,02-Jul-99,1513-50314,44
RA-C,M,Y,SWSE994,5/19/1999 0:00,13-Dec-06,1513-50315,2765
GA-C,M,Y,SWSE994,5/19/1999 0:00,14-Jan-01,1513-50316,606
YA-C,M,Y,ELIN992,5/19/1999 0:00,11-Apr-01,1513-50317,693
BA-C,M,Y,ELIN992,5/19/1999 0:00,12-Feb-01,1513-50318,635
OA-C,M,Y,TP39994,5/21/1999 0:00,11-Oct-00,1513-50319,509
LA-C,F,Y,TP39994,5/21/1999 0:00,12-Jul-01,1513-50320,783
FA-C,F,Y,TP39994,5/21/1999 0:00,14-Jul-99,1513-50321,54
YR-C,F,Y,PMPE994,5/21/1999 0:00,14-Jul-99,1513-50323,54
OP-C,F,Y,RUSS992,5/21/1999 0:00,11-Jul-03,1513-50324,1512
LP-C,M,Y,RUSS992,5/21/1999 0:00,14-Jan-02,1513-50325,969
FP-C,F,Y,RUSS992,5/21/1999 0:00,09-Aug-01,1513-50326,811
AP-C,F,Y,RUSS992,5/21/1999 0:00,13-Jun-02,1513-50327,1119
FR-C,F,Y,MIDR993,5/24/1999 0:00,14-Jan-04,1513-50328,1696
Z-WY,M,Y,SCOP931,4/25/1993 0:00,12-Jul-01,1513-50330,3000
RL-C,F,Y,FENC993,6/5/1999 0:00,14-Mar-12,1513-50331,4666
GL-C,M,Y,FENC993,6/5/1999 0:00,18-Aug-99,1513-50332,74
Yn-C,F,Y,FENC993,6/5/1999 0:00,30-Jun-99,1513-50333,25
Gn-C,M,Y,XRDS992,6/5/1999 0:00,06-Jun-99,1513-50335,1
Wn-C,M,Y,HARY993,6/11/1999 0:00,09-Jun-99,1513-50339,-2
Rn-C,M,Y,HARY993,6/11/1999 0:00,25-Jun-99,1513-50340,14
OO-C,M,Y,JERE993,6/11/1999 0:00,13-Oct-99,1513-50341,124
Ln-C,F,Y,JERE993,6/11/1999 0:00,10-Jun-99,1513-50342,-1
Fn-C,F,Y,JERE993,6/11/1999 0:00,29-Jun-99,1513-50343,18
An-C,F,Y,JERE993,6/11/1999 0:00,16-Jun-99,1513-50344,5
GO-C,F,Y,EBAY994,6/15/1999 0:00,11-Apr-01,1513-50345,666
YO-C,M,Y,EBAY994,6/15/1999 0:00,13-Mar-01,1513-50346,637
Bn-C,M,Y,EBAY994,6/15/1999 0:00,13-Jun-99,1513-50347,-2
Pn-C,M,Y,PUMP993,6/24/1999 0:00,21-Jun-99,1513-50348,-3
On-C,F,Y,PUMP993,6/24/1999 0:00,24-Jun-99,1513-50349,0
Wn-C,M,Y,SCOP994,6/27/1999 0:00,27-Jun-99,1513-50350,0
Gn-C,F,Y,SCOP994,6/27/1999 0:00,27-Jun-99,1513-50352,0
-BWC,F,Y,SCRP001,4/19/2000 0:00,21-Jun-00,1513-50389,63
-PWC,M,Y,SCRP001,4/19/2000 0:00,12-Dec-00,1513-50390,237
-OWC,M,Y,SCRP001,4/19/2000 0:00,12-Apr-05,1513-50391,1819
-FWC,M,Y,SFLS001,4/24/2000 0:00,28-Jun-00,1513-50392,65
-AWC,M,Y,SFLS001,4/24/2000 0:00,27-Jun-00,1513-50393,64
-BRC,M,Y,BALD001,4/23/2000 0:00,12-Jul-01,1513-50398,445
-PRC,M,Y,BALD001,4/23/2000 0:00,17-Jul-00,1513-50399,85
-OnC,F,Y,BALD001,4/23/2000 0:00,23-May-00,1513-50400,30
-WGC,F,Y,BIGL001,4/28/2000 0:00,12-Jul-01,1513-50704,440
-RnC,F,Y,BIGL001,4/28/2000 0:00,28-Apr-00,1513-50705,0
-GGC,M,Y,BIGL001,4/28/2000 0:00,11-Nov-04,1513-50706,1658
-YnC,M,Y,BIGL001,4/28/2000 0:00,28-Apr-00,1513-50707,0
-BnC,M,Y,CHOP001,4/27/2000 0:00,27-Apr-00,1513-50708,0
-AGC,M,Y,CHOP001,4/27/2000 0:00,12-Dec-00,1513-50709,229
-OGC,F,Y,CHOP001,4/27/2000 0:00,12-Jul-01,1513-50710,441
-LGC,M,Y,CHOP001,4/27/2000 0:00,10-Aug-00,1513-50711,105
-WAC,F,Y,MERL001,4/28/2000 0:00,17-Jul-00,1513-50712,80
-RAC,F,Y,MERL001,4/28/2000 0:00,11-Apr-01,1513-50713,348
-GnC,F,Y,MERL001,4/28/2000 0:00,23-Jun-00,1513-50714,56
-YAC,M,Y,MERL001,4/28/2000 0:00,14-May-01,1513-50715,381
-WWC,F,Y,LOPZ002,4/27/2000 0:00,12-Jul-01,1513-50716,441
-RWC,M,Y,LOPZ002,4/27/2000 0:00,12-Dec-05,1513-50717,2055
-GWC,F,Y,LOPZ002,4/27/2000 0:00,14-Dec-11,1513-50718,4248
-YnC,F,Y,LOPZ002,4/27/2000 0:00,27-Apr-00,1513-50719,0
-WYC,M,Y,NPOL002,4/28/2000 0:00,13-Jun-02,1513-50720,776
-RYC,F,Y,NPOL002,4/28/2000 0:00,14-Nov-06,1513-50721,2391
-GYC,M,Y,NPOL002,4/28/2000 0:00,18-Aug-03,1513-50722,1207
-FGC,F,Y,EBAY001,4/27/2000 0:00,11-Sep-00,1513-50723,137
-AnC,M,Y,EBAY001,4/27/2000 0:00,28-May-00,1513-50724,31
-YnC,M,Y,VALL002,4/28/2000 0:00,28-Apr-00,1513-50725,0
-BYC,M,Y,VALL002,4/28/2000 0:00,18-Nov-09,1513-50726,3491
-PYC,F,Y,VALL002,4/28/2000 0:00,28-Apr-00,1513-50727,0
-WnC,M,Y,EQUS001,5/3/2000 0:00,10-May-00,1513-50728,7
-RRC,M,Y,EQUS001,5/3/2000 0:00,14-May-01,1513-50729,376
-GRC,M,Y,EQUS001,5/3/2000 0:00,13-Nov-00,1513-50730,194
-OYC,M,Y,SFLC001,5/3/2000 0:00,11-Oct-00,1513-50731,161
-LYC,M,Y,SFLC001,5/3/2000 0:00,20-Jul-11,1513-50732,4095
-FYC,F,Y,SFLC001,5/3/2000 0:00,11-Apr-03,1513-50733,1073
-WBC,F,Y,CTRN003,5/6/2000 0:00,11-Sep-00,1513-50735,128
-RnC,F,Y,CTRN003,5/6/2000 0:00,10-May-00,1513-50736,4
-GnC,F,Y,CTRN003,5/6/2000 0:00,10-May-00,1513-50737,4
-YnC,M,Y,SCOB002,5/6/2000 0:00,10-May-00,1513-50738,4
-BBC,M,Y,SCOB002,5/6/2000 0:00,25-Jun-00,1513-50739,50
-PBC,F,Y,SCOB002,5/6/2000 0:00,11-Apr-01,1513-50740,340
-WPC,F,Y,ANNI002,5/10/2000 0:00,10-Aug-00,1513-50741,92
-RPC,F,Y,ANNI002,5/10/2000 0:00,12-Dec-05,1513-50742,2042
-GPC,F,Y,POWL002,5/11/2000 0:00,11-Oct-00,1513-50743,153
-YPC,M,Y,POWL002,5/11/2000 0:00,17-Jul-00,1513-50744,67
-PPC,M,Y,POWL002,5/11/2000 0:00,14-Jul-05,1513-50746,1890
-WnC,M,Y,SCOP002,5/11/2000 0:00,11-May-00,1513-50748,0
-RnC,M,Y,SCOP002,5/11/2000 0:00,12-May-00,1513-50749,1
-LnC,F,Y,WCPR002,5/11/2000 0:00,11-May-00,1513-50750,0
-FBC,F,Y,WCPR002,5/11/2000 0:00,11-Apr-01,1513-50751,335
-AnC,M,Y,WCPR002,5/11/2000 0:00,12-May-00,1513-50752,1
-GOC,M,Y,MITA001,5/10/2000 0:00,14-Jun-01,1513-50753,400
-YOC,M,Y,MITA001,5/10/2000 0:00,26-Jun-00,1513-50754,47
-BOC,M,Y,MITA001,5/10/2000 0:00,26-Jun-00,1513-50755,47
-OPC,F,Y,KETH001,5/13/2000 0:00,10-Aug-00,1513-50756,89
-LPC,M,Y,KETH001,5/13/2000 0:00,14-Jun-01,1513-50757,397
-FnC,F,Y,COPS001,5/18/2000 0:00,24-May-00,1513-50760,6
-APC,F,Y,COPS001,5/18/2000 0:00,11-Oct-00,1513-50761,146
-LnC,M,Y,ELIN004,6/1/2000 0:00,27-Jun-00,1513-50764,26
-FnC,M,Y,ELIN004,6/1/2000 0:00,15-Jun-00,1513-50765,14
-AnC,F,Y,ELIN004,6/1/2000 0:00,03-Jul-00,1513-50766,32
-WnC,F,Y,N18E003,6/2/2000 0:00,02-Jun-00,1513-50775,0
-RnC,M,Y,N18E003,6/2/2000 0:00,02-Jun-00,1513-50776,0
-GnC,M,Y,N18E003,6/2/2000 0:00,08-Jun-00,1513-50777,6
-YnC,M,Y,N18E003,6/2/2000 0:00,02-Jun-00,1513-50778,0
-BFC,F,Y,MIDR004,6/9/2000 0:00,11-Apr-03,1513-50779,1036
-PnC,M,Y,MIDR004,6/9/2000 0:00,09-Jun-00,1513-50780,0
-OfHC,F,Y,MIDR004,6/9/2000 0:00,13-Mar-13,1513-50781,4660
-LRC,F,Y,NMIT003,6/14/2000 0:00,09-Aug-01,1513-50782,421
-FRC,F,Y,NMIT003,6/14/2000 0:00,10-Feb-03,1513-50783,971
-AnC,M,Y,NMIT003,6/14/2000 0:00,17-Jul-00,1513-50784,33
-LAC,F,Y,POLA001,4/30/2000 0:00,14-May-01,1513-50785,379
AB-C,F,Y,LINX992,5/20/1999 0:00,12-Apr-05,1513-50786,2154
-ORC,M,Y,MCBY001,4/30/2000 0:00,13-May-02,1513-50792,743
WWC-,F,Y,PMPN011,4/13/2001 0:00,12-Jul-01,1513-50800,90
RWC-,F,Y,PMPN011,4/13/2001 0:00,12-Jul-01,1513-50901,90
GnC-,F,Y,SWSE011,4/17/2001 0:00,17-May-01,1513-50902,30
YWC-,M,Y,SWSE011,4/17/2001 0:00,12-Jul-01,1513-50903,86
BWC-,M,Y,SWSE011,4/17/2001 0:00,18-Nov-09,1513-50904,3137
OnC-,M,Y,ASPH011,4/22/2001 0:00,24-Apr-01,1513-50907,2
LnC-,M,Y,ASPH011,4/22/2001 0:00,24-Apr-01,1513-50908,2
PnC-,M,Y,SCRP011,4/29/2001 0:00,29-Apr-01,1513-50910,0
OnC-,F,Y,SCRP011,4/29/2001 0:00,14-May-01,1513-50911,15
LRC-,F,Y,SCRP011,4/29/2001 0:00,13-Aug-02,1513-50912,471
FRC-,M,Y,SCRP011,4/29/2001 0:00,14-Jan-02,1513-50913,260
WnC-,F,Y,SFLA011,5/1/2001 0:00,07-Jun-01,1513-50914,37
